author,company
Andy Robertson,Guardian
Samuel Howitt,DarkZero
Amanda Dunn,MMOGames
Giuseppe Nelva,DualShockers
Matt Simpson,PC Invasion
Joe Layton,EGM
"Tony ""OUberLord"" Mitera",Worth Playing
Gabs Tanner,Gamers FTW
José L. Ortega,IGN Spain
Garrett Fuller,MMORPG.com
Jason Bohn,Hardcore Gamer
Cory Marshall,COGconnected
Cameron Woolsey,GameSpot
Kara Phillips,KeenGamer
Ray Remigio,Sirus Gaming
Farhad Hassanpour,Pixel Arts
Justin Wood,Nintendo Link
Max Mitchelson,The Game Crater
Rudra Mehta,KeenGamer
Zachary Perry,Digital Chumps
Nikoback,Lots' O Giveaways
Shawn Long,Nintendo Enthusiast
Scott Craft,Player.One
Alena Alambeigi,The Game Fanatics
Tom Hillman,The Skinny
Dave Payerle,ZTGD
Nick Cowen,Guardian
Xavier Griffiths,VGChartz
Kirk Hamilton,Kotaku
Clayton Purdom,Kill Screen
Sérgio Dias,Game Forces PT
Frances Addison,Movies Games and Tech
David Burdette,GamingTrend
Dimitris Vasilakis,Enternity.gr
Charles Oakley,ThisGenGaming
Mehrdad Khayyat,DualShockers
Nicholas Simonovski,Stevivor
Fred Morris,Super Joystick
Kurt John Palomaria,Sirus Gaming
Tiago Marafona,FNintendo
Charlie Large,Switch Player
Pietro Quattrone,VGN
Elisha Deogracias,GamingTrend
Tristan Ogilvie,IGN
Perry Burkum,NintendoWorldReport
Azario Lopez,DualShockers
Nima Farshin,Digiato
John Little,PushStartPlay
Eva Marin,The Game Fanatics
Mick Doherty,Readers Gambit
Michael Dickie,Nexus
Bender Holt,Short Pause Gaming
Joey Thurmond,TechRaptor
Morad Halimi,BaziCenter
Jeremiah Foo,Movies Games and Tech
Drea Bunce,TheSixthAxis
David Temple,Pure Nintendo
Grant Buell,NintendoWorldReport
Jason Coles,The Digital Fix
André Eriksson,Cubed3
Jorge Jimenez,Wccftech
Mohammad Hossein Bajalan,Gamefa
Róbert Hagan,SomHráč.sk
David Treharne,GameSpew
Samuel Horti,"Rock, Paper, Shotgun"
Mike Pearce,GamingTrend
Glyn Horton,Thumb Culture
Louis Stowe,COGconnected
Alex Jackson,GamingBolt
Nathaniel Terencio,Hey Poor Player
Charles Oakley,Demon Gaming 
George Foster,RPG Site
Joseph Donkin,The Game Crater
Angela Qustandi,Seasoned Gaming
Platon Peppas,Enternity.gr
Mirko Rossi,MondoXbox
Jimmie Berry,KeenGamer
Sean McCarthy,Movies Games and Tech
Rhett Roxl,Sirus Gaming
Jessica Howard,Paste Magazine
Brett Claxton,GameByte
Jonah Ehlers,Movies Games and Tech
Christian Bianchi,Rectify Gaming
Alessandra Borgonovo,IGN Italy
Shannon Grixti,Press Start
Ronald Goncalves,Areajugones
Michael Koczwara,IGN
Rodrigo Bulhões,FNintendo
Emma Kent,Eurogamer
Andy Langers,AbsoluteXbox
Andrew Stretch,TechRaptor
Ty Sheedlo,Screen Rant
Chris Compendio,DualShockers
Marco Mottura,IGN Italy
Cat Swinburn,GameGrin
David Chandler,Kill Screen
Izzy Lichi,Cubed3
James Schumacher,OnlySP
Dirk Libbey,GameCrate
Sarah Marchant,GamingTrend
Kyle Hanson,Attack of the Fanboy
Desirée Clary,Generación Xbox
A.K Rahming,PC Invasion
Lea Sumner Bertelsen,Gamin' Girl
Ryan Hartmann,PSX Extreme
Christian Pacoski,KeenGamer
Adam Bárta,INDIANTVCZ
Matteo Bussani,Spaziogames
Mitchell Gassner,GameSpace
Kevin Tucker,Game Revolution
Damian Stefanski,Gamerweb.pl
Jackson Newsome,VGChartz
Diego Sierra,33bits
Luciano Rahal,VGProfessional
Caitlin Harper,Niche Gamer
Haley Sampson,GameLuster
Brendan Meharry,GameCloud
Luke Greenfield,GameGrin
Izzy Gadoury,Chalgyr's Game Room
Jarren Navarrete,Sirus Gaming
金闪闪老里,Gamersky
Rick Lane,Guardian
Eva Herinkova,But Why Tho?
Kazuma Hashimoto,Siliconera
Teodor Nechita,Softpedia
Douw Pretorious,Nexus
Joseph Wright,MSPoweruser
Annemarie Gallagher,Bit Cultures
Daniel Pearce,The Digital Fix
Sven Boonen,Twinfinite
Tom Romanelli,Real Game Media
Kate Gray,"Rock, Paper, Shotgun"
Stephen Tordoff,giant.moe
Jordan Erica Webber,Guardian
Michael Brown,GameWatcher
Sam Loveridge,Digital Spy
Stephen Palmer,Video Chums
Andy Mills,TrueAchievements
Krist Duro,Duuro Magazine
Luis Miguel Cardenas,NaviGames
Adrian Morales,Sirus Gaming
Lee Mehr,TechRaptor
Mario Brash,COGconnected
Jamie Russo,Screen Rant
Angelo Bianco,IGN Italy
Josh Garibay,Geek Culture Podcast
Alex Chalmers,GameCloud
Rex Hindrichs,VGChartz
James Duggan,IGN
Carmine Capobianco,Everyeye.it
Marcello Perricone,GameWatcher
Matt Bertz,Game Informer
Shaun Loughman,Otaku Gamers UK
Nick Baker,XboxEra
Scott Romeyn,Impulsegamer
Alex Mateo,Darkstation
Chris Groves,Pixel Dynamo
Dustin Chadwell,Worth Playing
Rich Shivener,Kill Screen
Aylon Herbet,NZGamer
Nik Hardy,Gameplanet
Matt Porter,New Game Network
Joe Donnelly,GameWatcher
Craig Pearson,"Rock, Paper, Shotgun"
Karl Koebke,VGChartz
Jayson Young,Operation Sports
Riley Little,Toronto Sun
Angelo D'Argenio,Cheat Code Central
Frank Naresh,COGconnected
Mat Growcott,Push Square
Lucas Sullivan,GamesRadar+
John VanderSchuit,PlayStation LifeStyle
Peter Chapman,TheSixthAxis
Ben Griffin,PC Gamer
Chris Bowring,GameSkinny
Peter Starr,Bit Cultures
سید مرتضی موسوی,BaziCenter
Giancarlo Valdes,GamesBeat
Carl Phillips,Digital Outburst
William Hughes,The A.V. Club
Charles Husemann,Gaming Nexus
Alan Walsh,AR12Gaming
Kyle Johnson,TechRaptor
Joshua Broadwell,GameSkinny
Mike Nigrelli,Culture of Gaming
Patrick Murphy,Goomba Stomp
Ed Nightingale,The Indie Game Website
Jared Liam Moore,Quillstreak
Alice Bell,VideoGamer
Leif Johnson,GameSpot
Henry Kulick,COGconnected
Evan Roode,Nintendo Times
Graham Russell,Siliconera
Peter Triezenberg,RPG Fan
Kalle Sieger,GAMEtainment
Ulisses Domingues,FNintendo
John Werner,Impulsegamer
Mohammad Mahdi Hossein Zadeh,Pardis Game
Billy Atman,Gameplanet
Steve Clist,Nintendo Enthusiast
Stephen LaGioia,VGChartz
Mirko Rusciano,MondoXbox
Kimberley Wallace,Game Informer
Jesse Gregoire,Jump Dash Roll
Alex Prakken,Impulsegamer
Megan Walton,Cultured Vultures
Paolo Lorenzini,Serial Gamer Italia
Julian Bieder,Cerealkillerz
Morgan Truder,Pure Nintendo
Dan Phillips,The Digital Fix
May Alturas,PlayStation Galaxy
Edison Dupree,Digital Chumps
Chris Body,MSPoweruser
Stuart Nightingale,Thumb Culture
Thomas Abt,GAMEtainment
Marc Sczepansky,Mighty Games Mag
Scott De Lacy,Impulsegamer
Dan Marker,GameGrin
Brandon Boui,GBAtemp
Rutledge Daugette,TechRaptor
Spencer Campbell,GamingTrend
Jake Yanik,CGMagazine
Mike Stubbsy,God is a Geek
Kyle E. Miller,RPG Fan
Tom Marks,PC Gamer
James Knack,Twinfinite
Dan Carter,Push Square
Ondřej Svoboda,INDIANTVCZ
Matteo Mangoni,Everyeye.it
Luis Amaral,Atomix
Neil Bolt,GameWatcher
Valerio Tosetti,MondoXbox
Krzysztof Grabarczyk,PPE.pl
Alex Kidman,Digitally Downloaded
Spencer Perry,ComicBook.com
Jared Hall,Worth Playing
Whitney Meers,PCGamesN
Seulki Oh,IGN Korea
Pia Colucci,Spaziogames
Ted Hazell,Pure Nintendo
Eduardo Comerlato,Nintendo Blast
Clement Goh,CGMagazine
Billy Walker,Jump Dash Roll
Adam O'Byrne,KeenGamer
José David Muñoz,Hobby Consolas
Yannis Vatis,The Digital Fix
Joshua Smith,Old Man Mordaith
Matin Nasiri,Pardis Game
Austen Goslin,Polygon
Aaron Weeks,We Got This Covered
Yvonne Engelhardt,GamesFinest
Will Hitchcock,KeenGamer
Scott Ramage,oprainfall
Neil Watton,TheXboxHub
Lou Contaldi,DualShockers
Oliver Roderick,Switch Player
Paul Acevedo,Windows Central
Chris Compendio,Paste Magazine
Jon Cousins,Nintendo Life
Andreas Konstantinidis,Enternity.gr
Bogdan Popa,Softpedia
Sabri Erkan Sabanci,Oyungezer Online
Steven Weber,MMORPG.com
Jared Eden ,Lords Of Gaming 
Salvatore Varavallo,SpaceNerd.it
Ben Lombardo,GamingTrend
Ridge Harripersad,CGMagazine
Chris Boers,XGN.nl
Cristian Montiel ,SomosXbox
Diogo dos Santos,Echo Boomer
Mikhail Klimentov,Washington Post
Blake Hester,Game Informer
Farnood Samie Yousefi,BaziCenter
Michael Spadafore,CFG Games
Tom Byers,Doublejump
Abdon Ruiz,Generación Xbox
Mert Köse,Oyungezer Online
Ryan Stevens,Cultured Vultures
Arron Kluz,But Why Tho?
Chloe Spencer,GameLuster
Benjamin Boven,Cultured Vultures
Jordan Hurst,We Got This Covered
Antonio Horna,SomosXbox
Jack Boreham,Movies Games and Tech
Jon Yelenic,SmashPad
Erfan Jalili,Pardis Game
Natalie Clayton,PC Gamer
Gloria H. Manderfeld,GamePro
Tony Matthews,Nintendo Times
Jordan Humphries,SwitchWatch
Tyler Fischer,DualShockers
Matt Stephens,DarkZero
Alyssa Hatmaker,Destructoid
Kervyn Cloete,Critical Hit
Bill Lavoy,Shacknews
T.K. Hale,GamingTrend
James Swinbanks,GameSpot
Tuffcub,TheSixthAxis
Tanner Pierce,DualShockers
Sebastian Kasparek,NEOsite
Jake Durasamy,TheSixthAxis
Olivia Falk,GameSpew
Aaron Botts,Gamer Escape
Austin Belzer,The Vertical Slice
Michael Passalacqua,Gaming Nexus
Andrew Stevens,Pure Xbox
Calum Parry,GameGrin
Jonathan Barnes,TrueAchievements
Brandon Jones,GameTrailers
Jay Malone,GamingTrend
Chantelle McColl,GamesHub
Alvaro Lopez Rodriguez,NaviGames
Daniele Cucchiarelli,The Games Machine
Drew Sherratt,VGamingNews
Suriel Vazquez,Polygon
Robbie Sutter,Last Word on Gaming
Dakota Gordon,KeenGamer
Richard Wakeling,GameSpot
Marty Sliva,The Escapist
Kieran Harris,GamePitt
Pamela Lima,Atomix
Miguel Concepcion,GameSpot
Ali Moin,GearNuke
Julian Reininger,Cerealkillerz
Joseph Meli,High-Def Digest
Brian Albert,IGN
Thomas Truong,Rely On Horror
James Kozanitis,Game Revolution
Damien O’Neill,Next Gen Base
Leo Parrill,GameCrate
Alessandro Caluri,Gamelite
Nick Gillett,Metro GameCentral
محمد الدوسري,Saudi Gamer
Tristan Zelden,KeenGamer
Curro Medina,Chicas Gamers
Harrison Tabulo,WellPlayed
Sérgio Mota,FNintendo
Jonny Foster,The Digital Fix
Simone Bignami,Gamepare
Christian Pepito,PlayStation Galaxy
Reza Liaghat,Pardis Game
Rich Meister,Destructoid
Mohammad Hossein Bethaei,Pardis Game
Lilly K.,Cubed3
David Braga,Jump Dash Roll
Michael Leri,Game Revolution
David Latham,Rocket Chainsaw
Max Moeller,TechRaptor
Kristin Mitra,GotGame
Lara Jackson,GameByte
Cody Gravelle,PlayStation LifeStyle
Heather Alexandra,Kotaku
Utku Çakır,Oyungezer Online
Jordan King,TrustedReviews
Tony Smith,Impulsegamer
Justin Woo,GameCrate
Ali Hashmi,WhatIfGaming
Nic Reuben,TheSixthAxis
Shane Walsh,MKAU Gaming
Luis Falcón,Generación Xbox
Kain Highwind,EIP Gaming
Alessandro Rindolli,MondoXbox
Jason Faulkner,PlayStation LifeStyle
Pedro Cooray,GamesHub
David Silbert,The Punished Backlog
Will Cruz,The Escapist
Amber Doyle,CFG Games
Chan Khee Hoon,TheSixthAxis
Zackery Cuevas,Windows Central
Jarrett Green,PCGamesN
Alex Spencer,PC Gamer
Geoffry Wright,Otaku Gamers UK
Mike Epstein,GameSpot
Tom Sheffield,JumpCut PLAY
Kyle Chamaillard,KeenGamer
Shaun Sannerude,GamePitt
Adam Holp,SECTOR.sk
Nicholas Wagner,Nintendo Blast
Elliot Porter,Seasoned Gaming
Will Backus,PC Invasion
Sandra Sánchez,Chicas Gamers
Jackson Wall,PowerUp!
Cole Rush,Rectify Gaming
Sara Winegardner,Goomba Stomp
Krista Noren,GBAtemp
Aaron Potter,GameSpew
Jason Faulkner,Shacknews
Natalie Flores,RPG Site
Brett Posner-Ferdman,Nintendo Life
Alex Gelinas,Gaming Fyx
Kyle Hilliard,Game Informer
Matt Keith,GameSpace
Catherine Dellosa,TechRaptor
"	YoonJeong Kwon",IGN Korea
Daniel Hanna,Gaming Masters
Nia Bothwell,MMOGames
Imran Khan,Paste Magazine
Ryan Meitzler,DualShockers
Adam Stewart,Real Game Media
Matthew Arrojas,TechRaptor
Paweł Musiolik,NEOsite
Forbes Jones,The Game Fanatics
Diogo Caeiro,Starbit
Remco Hayes,XGN.nl
Lisa Pollifroni,Checkpoint Gaming
Antonio Ganga,NoesPaisparaFrikis
Filipe Martins,Game Forces PT
Kamil Kościelniak,Gamerweb.pl
Adrià Pérez,SomosXbox
Tayfun Kumaş,Merlin'in Kazanı
Juan Linares,Areajugones
Alberto Lala,Everyeye.it
Mason Teague,Screen Rant
Roger Żochowski,PPE.pl
Jamie Lovett,ComicBook.com
آریا مقدم,Gamefa
Miles Gregory,VGChartz
Ryan Easby,The Outerhaven Productions
Tom Regan,Guardian
Michael Leri,ComingSoon.net
Charlie Wacholz,Paste Magazine
Mark Isaacson,WellPlayed
Jonathan Miley,Darkstation
Alex Johnson,PC Invasion
Andrew Banks,Cram-Gaming
Chris Farnell,"Rock, Paper, Shotgun"
David Buck,Nintendo Times
Miguel Moran,Nintendo Enthusiast
Abram Buehner,GamingTrend
شهاب زارعِی,Pardis Game
Ryan Warner,Culture of Gaming
James Evans,GameSpace
Julian Harris,The Game Fanatics
Alex Verdini,TechRaptor
Joseph Pascoulis,KeenGamer
Giancarlo Valdes,GameCrate
David Jagneaux,IGN
Brian Stasiukaitis,Cultured Vultures
George Foster,PlayStation LifeStyle
Logan Broadley,PC Invasion
Felippe Baricuarto,Sirus Gaming
Dustin Bailey,GameWatcher
Christopher Livingston,PC Gamer
Dylan Moran,NZGamer
Chapel Collins,Gaming Nexus
Patrick Lee,The A.V. Club
Conor Hutton,DarkZero
Andrew Bistak,Impulsegamer
Brett Makedonski,Destructoid
Chris Anderson,TechRaptor
Tommy Holloway,PlayStation Universe
Suhho Yoon,INVEN
Angelo D'Argenio,The Escapist
Melissa Vach,Pixel Dynamo
Derek Heemsbergen,RPG Fan
Eric Van Allen,Paste Magazine
Jedrick De la Fuente,Sirus Gaming
Chris Harding,Pure Playstation
Kieran Harris,GameGrin
Matt Margini,Kill Screen
Charlie Oakley,ThisGenGaming
Gabriel Zamora,PCMag
Felix Nova,Game Debate
Danny Saya,Arcade Sushi
Stephen Totilo,Kotaku
Ian Dransfield,IBTimes UK
Laurie Jones,Expansive
Jonathan White,Marooners' Rock
Adam Carr,NookGaming
Liam Ho,The Game Crater
Robert Cram,Cram-Gaming
Elle Osili-Wood,Guardian
Josh Shoup,Demon Gaming 
Abdul Haddi,eXputer
Wes Iliff ,RPG Fan
Maurício Katayama,Nintendo Blast
Josh Broadwell,PC Gamer
Matthew Paul,The Outerhaven Productions
Matthew Hung,Old Grizzled Gamers
Piersandro Guerrera,VGN
Nathan O’Grady,Invision Community
Viktor Eriksson,M3
"Nazih Fares,Mazen Abdallah",VGProfessional
Michael Ruiz,DualShockers
Adam Smith,Cultured Vultures
Benjamin Danneberg,GamePro
Adriano Di Medio,Spaziogames
Sam Desatoff,GamesBeat
Phil Iwaniuk,PCGamesN
Robin Baird,MMORPG.com
Greysun Morales,Twinfinite
Zak Wojnar,Screen Rant
Ralph Whitmore,MMORPG.com
Jordan Boyd,DualShockers
Trevor Whalen,TechRaptor
Bill Stiteler,Pure Nintendo
Elizabeth Lovatt,Jump Dash Roll
AJ Moser,Daily Dot
Toby Saunders,Game Revolution
Cerise Parr,Gameplanet
Dave Lambden,Handsome Phantom
Jason Coles,Nintendo Insider
Antonio Marchena,NaviGames
Leigh Wynne,Rapid Reviews UK
Rhuan Bastos Rodrigues,Nintendo Blast
Simon Lundmark,DarkZero
Ben Szabadics,Doublejump
Imran Khan,PC Gamer
Karl Smart,The Outerhaven Productions
Martin Hollis,NintendoWorldReport
Isaac Todd,Rice Digital
Pedro Gusmão,GameBlast
Roland Ingram,Nintendo Life
Cameron Daxon,Goomba Stomp
Ben McCurry,GameGrin
Carl Phillips,Dealspwn
Matt Adcock,Push Square
Mitchell Saltzman,The Escapist
Nic Rowen,Destructoid
Ben Boyce,Short Pause Gaming
"Mazen Abdallah,Nazih Fares",VGProfessional
Michael Nocita,Entertainment Buddha
Piermarco Rosa,IGN Italy
Patrick Mittler,GamePro
Connor Dillon,The Click
Irwyn Diaz,Twinfinite
Joe Anderson,SquareXO
Jake Baldwin,Nintendo Life
Jaz Sagoo,Thumb Culture
Erfan Haeri,Pardis Game
Diego Perez,The Outerhaven Productions
Blake Morse,Shacknews
James Sweeting,Thumbsticks
Trevor Houston,COGconnected
Daniel Pepper,PushStartPlay
Paul Renshaw,Pure Xbox
Nolan Kroeker,The Cube
Daniel Vaughan,Gamers FTW
Joshua Cole,The Game Crater
Can Arabacı,Oyungezer Online
Murray Robertson,The List
Andrew Heaton,Rely On Horror
Damien Greffet,Gameblog
Patrick Van Zandbeek,Life is Xbox
Fraser Brown,"Rock, Paper, Shotgun"
Cristian León Matesanz,GaminGuardian
Colin Polonowski,The Digital Fix
Martin Deppe,GamePro
Colin Beauchamp,Cubed3
Samuel Taylor,TechRaptor
Dan Roemer,Destructoid
Damian Frycz,NEOsite
Dean Abdou,Xbox Achievements
Thomas Froehlicher,VGChartz
Aimee Hart,Daily Star
Sophia Narwitz,Niche Gamer
Abolfazl Molaei,Pardis Game
Alireza Mahzoon,Pixel Arts
Erickson Melchor,Sirus Gaming
Brandon J. Wysocki,VGChartz
Dan Thompson,Spiel Times
Ash Worral,MSPoweruser
Renan Pessolano,Jogazera
Shaun Nicholls,Player2.net.au
Drew Calise,New Game Network
Nathan Gibson,Cultured Vultures
Charlie Ridgely,ComicBook.com
"Rossko Keniston,Miles Thompson",FingerGuns
Daniel García,NaviGames
Zackery Cuevas,PCMag
Daniel Paul,GamesCreed
Nicholas Downie,Lords Of Gaming 
Sina Farahani,Pixel Arts
Joel Castillo,SomosXbox
Mostafa Zahedi,Gamefa
Ali Mohammed Al Hajri,ElderPlayers 
Iwan Kok ,XGN.nl
Yasin İlgün,Oyungezer Online
Mohammadreza Zare Rafee,Bazimag
Ciaran McGinn,Rapid Reviews UK
Robert Ingram,GameSkinny
Ian Evenden,PC Gamer
Krzysiek Kalwasiński,PPE.pl
Joe Robinson,PCGamesN
Alexander Cope,Windows Central
Gyeongcheon Min,IGN Korea
Lukáš Zábojník,SECTOR.sk
Jonathan White,GameSpace
AJ LeFor,Jack of All Controllers
Hashem Habibian,BaziCenter
Jordan Ramée,GameSpot
Jeff Ramos,Polygon
Renan Gaudencio Vale,PSX Brasil
Leonardo Jiménez Pernía,GaminGuardian
Jessi Tillman,Electric Bento
Ryan Rivetz,PowerUp!
Amanda Gray,Play Some Video Games
Sean Dela Cruz,Gamers Classified
Ryan Kennedy,TeamSmores
Katharine Byrne,PC Gamer
Ian Kuan,GameGrin
Gene Marsh,TechRaptor
Tim Lawrence,Multiplayer First
Cameron Kunzelman,Polygon
Matthew Cooper,The Independent
Kosta Andreadis,Press Start
Mateusz Wróbel,PPE.pl
Joseph Whitfield,VGamingNews
Amanda Cuprys,Cat with Monocle
Keri Honea,Siliconera
Robert Summa,Destructoid
Nicholas Milanes,Kill Screen
Joe McCallister,Examiner
Andrew Foltz,CGMagazine
Landon Sommer,GameSkinny
Charlie Hall,Polygon
Ryan Davies,GameGrin
Phil Savage,PC Gamer
Kurtis Simpson,GamingBolt
Matt Rowland,Game Rant
Rowan Kaiser,Ars Technica
Erroll Maas,GameSkinny
Chris DeVisser,PlayStation Universe
Olivia Falk,Cubed3
Perry Ruhland,TechRaptor
Louisa Bhairam,Attack of the Fanboy
James Jones,NintendoWorldReport
Steve C,TheSixthAxis
Daniel Rivas,Cubed3
Ana Diaz,Polygon
棘皮动物的野望,Gamersky
Amirali Ghobadian,BaziCenter
Claudia Tjia,Gameliner
Steve Tyminski,Shacknews
T.J. Hafer,IGN
Brock McLaughlin,CGMagazine
Chris Laramie,Nintendo Times
Ruben Abreu,FNintendo
Ty Arthur,GameSkinny
Martin Baker,God is a Geek
Radu Haulica,Softpedia
Alan Di Matteo,DarkZero
Anthony LaBella,Game Revolution
Paul Dean,Eurogamer
Ryan Cartmel,Hardcore Gamer
Andy Chalk,The Escapist
Matt Masem,RPGamer
Dimitris Vourdas,Enternity.gr
Anthony Lynn,Sports Gamers Online
Ash Anderson,Gamer Escape
Christina Wendt,GamesFinest
Maria Meluso,Screen Rant
Katherine Long,Paste Magazine
Daniel Hindes,GamesHub
"Rossko Keniston,Sean Davies",FingerGuns
"Dylan Blight,Ashley Hobley",Explosion Network
Bram Vos,XGN.nl
Michael Hanich,Last Word on Gaming
Stuart Gipp,Push Square
Amanda Van Parys,XboxEra
Murathan Özlü ,Merlin'in Kazanı
Jakub Kowalski,GBAtemp
Raquel Cervantes,NaviGames
Chris Werian,GamePro
Tom West,TrueAchievements
Kob Monney,TrustedReviews
Jon Davis,Hey Poor Player
Omar Salah ,IGN Middle East
Aaron Bayne,GameSkinny
Mauro Ferrante,Everyeye.it
Tyler Treese,High-Def Digest
Nick Grave,Bit Cultures
Derrick Bettis,Hardcore Gamer
Matt Utley,Game Revolution
Sean Mesler,GameSpew
Ryan Shepard,Voxel Voice
Mike Fahey,Kotaku
Krzysiek Kalwasiński,NEOsite
Jimmy Rowe,PlayStation Universe
Chris Armstrong,Rapid Reviews UK
Michael Newman,Skewed & Reviewed
Pietro Ferri,Serial Gamer Italia
Carter Kilmann,Gaming Nexus
Max Jordan,Doublejump
صالح بازرعة,Saudi Gamer
Anyka Pettigrew,KeenGamer
Mário Carvalho,GameBlast
Andrew Shaw,The Digital Fix
Yasin Abay,Merlin'in Kazanı
Jay Evans ,LadiesGamers.com
Tanushri Shah,TechRaptor
Anna Blackwell,PCGamesN
Liv Harris,The Escapist
Steve Hogarty,"Rock, Paper, Shotgun"
Cale Hunt,Windows Central
Tom Caswell,Digital Trends
Robert Gammon,GameSpew
Arthur Gregoire,JVFrance
Otto Kratky,DualShockers
Haley Perry,COGconnected
Fabio Rodrigues,NookGaming
Nestor Galván,Area Xbox
Nic Reuben,"Rock, Paper, Shotgun"
Ashley Mercia,LadiesGamers.com
Jason Kenyon,Rapid Reviews UK
Lauren Hall,Worth Playing
Claudio Robertucci,Serial Gamer Italia
Michael Fischer,GameCrate
Preston Evans,CFG Games
Patrick Perrault,TechRaptor
Alessio Giuffrida,Gamelite
Alfonso Cánovas,Areajugones
Dragan Elijas,GuyLogicGaming
Nick Bartoli,Movies Games and Tech
František Vangor,SECTOR.sk
Francisco Fonseca,Gamezo
Hussain Ali,ElderPlayers 
Marco Bortoluzzi,The Games Machine
Emma Davies,PC Gamer
Reza Rahimi,Pardis Game
Anthony Merklinger,GameSkinny
Hamoon Motaghedi,Gamefa
Ramin Ostad,COGconnected
Steven Cipriano,Tiny Spaceship
Raven Wilk,GBAtemp
David Goncalves,Nintendo News
Dom O'Leary,Pure Playstation
Ken Barnes,We Got This Covered
Tim Maison,Goomba Stomp
John Fletcher,Entertainment Buddha
Kacper Cembrowski,Gamerweb.pl
Joe Apsey,The Loadout
"Dustin Murphy,David Murphy",Blast Away the Game Review
Destiny Maddox,Rely On Horror
Subhasish Das,Gameffine
Trey Johnson,NintendoWorldReport
Callum Davis,KeenGamer
Cory Clark,Hey Poor Player
Marco Tassani,The Games Machine
Ángel Llamas,IGN Spain
Remington Joseph,CGMagazine
Alex Sodhi,Pause Resume
Bruno de Carvalho,Starbit
Dan Rockwood,TechRaptor
Mik Deitz,Paste Magazine
Jaxson Tapp,Nintendo Wire
Miles Dompier,Windows Central
Marc Kaliroff,Goomba Stomp
Adam Conner,GameXplain
Christian Pepito,Sirus Gaming
Adam Hurd,GameGrin
Andy J. Dobeson,KeenGamer
David Wildgoose,GamesHub
Erik Körner,GamePro
Michele Verardi,Everyeye.it
Dom Bancey,DualShockers
Craig Green,Rapid Reviews UK
Sebastián Domínguez,Area Xbox
Joshua Wise,VideoGamer
Marcus Stewart,Screen Rant
Mick Doherty,God is a Geek
Michele Longobardi,Player.it
Callum Williams,Game Rant
Diogo Miguel,Movies Games and Tech
Shawn Daisy Churchill ,LadiesGamers.com
Daniel Shigueru Kussaba Morbi,Nintendo Blast
Jett Vincent Sia,Sirus Gaming
Ashley Bates,Cultured Vultures
Timothy Taylor,SwitchRPG
John Elliott,COGconnected
Justin R.R Gieni,Pure Xbox
Mike Suskie,GamesRadar+
Dan Whitehead,Eurogamer
Louis Edwards,PlayStation LifeStyle
Blake Peterson,Game Revolution
Jenni Lada,Cheat Code Central
Leah McDonald,oprainfall
Samuel Tolbert,Windows Central
Suriel Vazquez,GameSpot
Matt Cullen,COGconnected
Roy Graham,Kill Screen
Xavier Mendel,TechRaptor
Thomas Wilde,Worth Playing
Steve Tilley,Toronto Sun
Jeremy Peel,PCGamesN
Gareth Cartwright,We Got This Covered
Aaron Giddings,Marooners' Rock
Peter Taylor,Digital Chumps
Brittany Vincent,Screen Rant
Brian George,AbsoluteXbox
Steven John Dawson,GameGrin
Domenic Paolo,Rapid Reviews UK
Daniel Jiménez NG,NaviGames
Giulia Garassino,Spaziogames
Enrique Sanz,Chicas Gamers
Roger Reichardt,Pure Nintendo
Amanda Tien,The Punished Backlog
Ciaran Marchant,Explosion Network
Jude Noel,JumpCut PLAY
Heidi Nicholas,TrueAchievements
Νικόλαος Δερλός,Unboxholics
Andi Garnett,Gameplanet
Eric Bailey,Nintendo Life
Antonio Sánchez Vázquez,Generación Xbox
Nate Lakritz,GameGrin
Veronica Ciotti,The Outerhaven Productions
Peter Glagowski,New Game Network
Stephen Malone,GBAtemp
May Alturas,Sirus Gaming
Nick Getley,Player2.net.au
Taylor Evans,Culture of Gaming
Sophie Hiner,Pure Nintendo
Jacob Kavanaugh,Noisy Pixel
Spencer Icasiano,But Why Tho?
Jordan Onslow,KeenGamer
تیم تحریریه بازی‌سنتر,BaziCenter
Michelangelo Casto,Everyeye.it
Dragos Dobre,GotGame
Scott Wiley,GameSpace
Jahanzeb Khan,Noisy Pixel
Noelle Warner,Destructoid
Soojin Kim,INVEN
Justin Skiles,KeenGamer
Alejandro Balderas,Nintendo Enthusiast
Daniel Ziegener,Superlevel
Liam Croft,Nintendo Life
Shahin Ghamgosar,Gamefa
Mark Goulden,DarkZero
Eric Jackson,Real Game Media
Nariman Abdi,BaziCenter
Chase Ramsey,Kill Screen
Matt Ferguson,G4@Syfygames
James Coles,Gameplanet
Chalgyr Vokel,Digitally Downloaded
Paul Battersby,Pure Xbox
Matthew Green,PlayStation LifeStyle
Clayton Conover,The Cube
Tim Turi,Game Informer
Ian Cheong,The Escapist
Travis Huinker,Gaming Nexus
Alex Hudson,Metro GameCentral
Jenni Lada,PlayStation LifeStyle
Stefan Bahruth,PC Invasion
Matt Donahue,But Why Tho?
Rachel Kaser,GamesBeat
Tauriq Moosa,Guardian
İpek Atam,Oyungezer Online
Jamie Greenhill,Cubed3
Greg Giddens,Push Square
Ben Tarrant,PlayStation LifeStyle
Mike Cosimano,Destructoid
Jake Shapiro,Nintendo Life
J. Nicholas Geist,Kill Screen
Pierre Fouquet,GameSkinny
James Furlong,GameGrin
